var_index,var_name,portfolio_job_id,power_cap_W,start_slot,end_slot_exclusive,duration_slots,baseline_duration_minutes,mode_adjusted_duration_minutes,model_throughput_factor,total_gpus,model_power_per_gpu_kW,job_power_kW
186,x_j03_p350_s12,3,350,12,21,9,109.78333333333333,120.4289898989899,0.9116022099447514,8,0.33096245080559017,2.6476996064447214
187,x_j03_p350_s13,3,350,13,22,9,109.78333333333333,120.4289898989899,0.9116022099447514,8,0.33096245080559017,2.6476996064447214
188,x_j03_p350_s14,3,350,14,23,9,109.78333333333333,120.4289898989899,0.9116022099447514,8,0.33096245080559017,2.6476996064447214
189,x_j03_p350_s15,3,350,15,24,9,109.78333333333333,120.4289898989899,0.9116022099447514,8,0.33096245080559017,2.6476996064447214
190,x_j03_p400_s00,3,400,0,8,8,109.78333333333333,109.78333333333333,1.0,8,0.3675694379147809,2.9405555033182473
191,x_j03_p400_s01,3,400,1,9,8,109.78333333333333,109.78333333333333,1.0,8,0.3675694379147809,2.9405555033182473
192,x_j03_p400_s02,3,400,2,10,8,109.78333333333333,109.78333333333333,1.0,8,0.3675694379147809,2.9405555033182473
193,x_j03_p400_s03,3,400,3,11,8,109.78333333333333,109.78333333333333,1.0,8,0.3675694379147809,2.9405555033182473
194,x_j03_p400_s04,3,400,4,12,8,109.78333333333333,109.78333333333333,1.0,8,0.3675694379147809,2.9405555033182473
195,x_j03_p400_s05,3,400,5,13,8,109.78333333333333,109.78333333333333,1.0,8,0.3675694379147809,2.9405555033182473
196,x_j03_p400_s06,3,400,6,14,8,109.78333333333333,109.78333333333333,1.0,8,0.3675694379147809,2.9405555033182473
197,x_j03_p400_s07,3,400,7,15,8,109.78333333333333,109.78333333333333,1.0,8,0.3675694379147809,2.9405555033182473
198,x_j03_p400_s08,3,400,8,16,8,109.78333333333333,109.78333333333333,1.0,8,0.3675694379147809,2.9405555033182473
199,x_j03_p400_s09,3,400,9,17,8,109.78333333333333,109.78333333333333,1.0,8,0.3675694379147809,2.9405555033182473
200,x_j03_p400_s10,3,400,10,18,8,109.78333333333333,109.78333333333333,1.0,8,0.3675694379147809,2.9405555033182473
201,x_j03_p400_s11,3,400,11,19,8,109.78333333333333,109.78333333333333,1.0,8,0.3675694379147809,2.9405555033182473
202,x_j03_p400_s12,3,400,12,20,8,109.78333333333333,109.78333333333333,1.0,8,0.3675694379147809,2.9405555033182473
203,x_j03_p400_s13,3,400,13,21,8,109.78333333333333,109.78333333333333,1.0,8,0.3675694379147809,2.9405555033182473
204,x_j03_p400_s14,3,400,14,22,8,109.78333333333333,109.78333333333333,1.0,8,0.3675694379147809,2.9405555033182473
205,x_j03_p400_s15,3,400,15,23,8,109.78333333333333,109.78333333333333,1.0,8,0.3675694379147809,2.9405555033182473
206,x_j03_p400_s16,3,400,16,24,8,109.78333333333333,109.78333333333333,1.0,8,0.3675694379147809,2.9405555033182473
207,x_j04_p250_s00,4,250,0,13,13,144.71666666666667,185.32062350119907,0.7808988764044943,8,0.2430791849170746,1.9446334793365967
208,x_j04_p250_s01,4,250,1,14,13,144.71666666666667,185.32062350119907,0.7808988764044943,8,0.2430791849170746,1.9446334793365967
209,x_j04_p250_s02,4,250,2,15,13,144.71666666666667,185.32062350119907,0.7808988764044943,8,0.2430791849170746,1.9446334793365967
210,x_j04_p250_s03,4,250,3,16,13,144.71666666666667,185.32062350119907,0.7808988764044943,8,0.2430791849170746,1.9446334793365967
211,x_j04_p250_s04,4,250,4,17,13,144.71666666666667,185.32062350119907,0.7808988764044943,8,0.2430791849170746,1.9446334793365967
212,x_j04_p250_s05,4,250,5,18,13,144.71666666666667,185.32062350119907,0.7808988764044943,8,0.2430791849170746,1.9446334793365967
213,x_j04_p250_s06,4,250,6,19,13,144.71666666666667,185.32062350119907,0.7808988764044943,8,0.2430791849170746,1.9446334793365967
214,x_j04_p250_s07,4,250,7,20,13,144.71666666666667,185.32062350119907,0.7808988764044943,8,0.2430791849170746,1.9446334793365967
215,x_j04_p250_s08,4,250,8,21,13,144.71666666666667,185.32062350119907,0.7808988764044943,8,0.2430791849170746,1.9446334793365967
