event_id,DWave,CPLEX-QUBO,DWave_improvement_vs_CPLEX-QUBO_pct,CPLEX-QUBO_wall_time_s,CPLEX-constrained,DWave_improvement_vs_CPLEX-constrained_pct,CPLEX-constrained_wall_time_s,SA,DWave_improvement_vs_SA_pct,SA_wall_time_s,DWave_client_wall_time_s
0,0.0130906578626125,0.2386969035679049,94.51578228835784,30.078925132751465,0.0920077295711413,85.77221943892151,30.16596984863281,0.023259530228837,43.7191648592163,420.3637402057648,37.85557660000632
1,0.0144166442513036,0.1054493003774923,86.32836424737364,30.05703926086425,0.0771994943433418,81.32546803067632,30.099089860916138,0.0249251659126051,42.16028771141361,422.4888789653778,39.276132300001336
2,0.0106833692525975,0.1937384732879988,94.48567490427352,30.08766484260559,0.075119169720291,85.77810525279044,30.21700406074524,0.0165255794659351,35.35252863828712,416.890426158905,39.84204729998601
