var_index,var_name,portfolio_job_id,power_cap_W,start_slot,end_slot_exclusive,duration_slots,baseline_duration_minutes,mode_adjusted_duration_minutes,model_throughput_factor,total_gpus,model_power_per_gpu_kW,job_power_kW,source_file
21,x_j00_p350_s00,0,350,0,13,13,171.85,188.5142424242424,0.9116022099447514,8,0.3309624508055901,2.647699606444721,event_10_chosen_variables.csv
67,x_j01_p350_s00,1,350,0,13,13,169.76666666666668,186.2288888888889,0.9116022099447514,13,0.3309624508055901,4.302511860472672,event_10_chosen_variables.csv
94,x_j02_p250_s02,2,250,2,16,14,153.65,196.7604316546763,0.7808988764044943,8,0.2430791849170746,1.9446334793365967,event_10_chosen_variables.csv
172,x_j03_p300_s14,3,300,14,23,9,109.78333333333332,127.7217864923747,0.8595505617977528,8,0.2893304009205354,2.3146432073642838,event_10_chosen_variables.csv
359,x_j06_p400_s13,6,400,13,24,11,164.6,164.6,1.0,8,0.3675694379147809,2.9405555033182478,event_10_chosen_variables.csv
376,x_j07_p250_s16,7,250,16,24,8,92.91666666666669,118.9868105515588,0.7808988764044943,13,0.2430791849170746,3.1600294039219694,event_10_chosen_variables.csv
536,x_j10_p300_s00,10,300,0,14,14,175.28333333333333,203.92440087145968,0.8595505617977528,8,0.2893304009205354,2.3146432073642838,event_10_chosen_variables.csv
597,x_j11_p300_s13,11,300,13,24,11,141.3,164.38823529411766,0.8595505617977528,13,0.2893304009205354,3.761295211966961,event_10_chosen_variables.csv
638,x_j12_p250_s11,12,250,11,20,9,101.81666666666666,130.38393285371703,0.7808988764044943,8,0.2430791849170746,1.9446334793365967,event_10_chosen_variables.csv
78,x_j01_p350_s11,1,350,11,24,13,169.76666666666668,186.2288888888889,0.9116022099447514,13,0.3309624508055901,4.302511860472672,event_11_chosen_variables.csv
129,x_j02_p400_s00,2,400,0,11,11,153.65,153.65,1.0,8,0.3675694379147809,2.9405555033182478,event_11_chosen_variables.csv
156,x_j03_p250_s13,3,250,13,23,10,109.78333333333332,140.58585131894483,0.7808988764044943,8,0.2430791849170746,1.9446334793365967,event_11_chosen_variables.csv
232,x_j04_p350_s00,4,350,0,11,11,144.71666666666667,158.749797979798,0.9116022099447514,8,0.3309624508055901,2.647699606444721,event_11_chosen_variables.csv
261,x_j05_p250_s00,5,250,0,14,14,154.35,197.6568345323741,0.7808988764044943,11,0.2430791849170746,2.6738710340878207,event_11_chosen_variables.csv
322,x_j06_p300_s00,6,300,0,13,13,164.6,191.4954248366013,0.8595505617977528,8,0.2893304009205354,2.3146432073642838,event_11_chosen_variables.csv
558,x_j10_p350_s11,10,350,11,24,13,175.28333333333333,192.28050505050504,0.9116022099447514,8,0.3309624508055901,2.647699606444721,event_11_chosen_variables.csv
626,x_j11_p400_s14,11,400,14,24,10,141.3,141.3,1.0,13,0.3675694379147809,4.778402692892152,event_11_chosen_variables.csv
1,x_j00_p250_s01,0,250,1,16,15,171.85,220.06690647482017,0.7808988764044943,8,0.2430791849170746,1.9446334793365967,event_12_chosen_variables.csv
96,x_j02_p250_s04,2,250,4,18,14,153.65,196.7604316546763,0.7808988764044943,8,0.2430791849170746,1.9446334793365967,event_12_chosen_variables.csv
156,x_j03_p250_s13,3,250,13,23,10,109.78333333333332,140.58585131894483,0.7808988764044943,8,0.2430791849170746,1.9446334793365967,event_12_chosen_variables.csv
245,x_j04_p350_s13,4,350,13,24,11,144.71666666666667,158.749797979798,0.9116022099447514,8,0.3309624508055901,2.647699606444721,event_12_chosen_variables.csv
359,x_j06_p400_s13,6,400,13,24,11,164.6,164.6,1.0,8,0.3675694379147809,2.9405555033182478,event_12_chosen_variables.csv
376,x_j07_p250_s16,7,250,16,24,8,92.91666666666669,118.9868105515588,0.7808988764044943,13,0.2430791849170746,3.1600294039219694,event_12_chosen_variables.csv
526,x_j10_p250_s00,10,250,0,15,15,175.28333333333333,224.46354916067148,0.7808988764044943,8,0.2430791849170746,1.9446334793365967,event_12_chosen_variables.csv
817,x_j15_p350_s00,15,350,0,13,13,168.4,184.729696969697,0.9116022099447514,22,0.3309624508055901,7.281173917722983,event_12_chosen_variables.csv
20,x_j00_p300_s10,0,300,10,24,14,171.85,199.9300653594771,0.8595505617977528,8,0.2893304009205354,2.3146432073642838,event_13_chosen_variables.csv
55,x_j01_p250_s09,1,250,9,24,15,169.76666666666668,217.3990407673861,0.7808988764044943,13,0.2430791849170746,3.1600294039219694,event_13_chosen_variables.csv
