timestamp,total
2025-05-04 20:04:00-07:00,89836.0820801913
2025-05-04 20:05:00-07:00,90084.8524664548
2025-05-04 20:06:00-07:00,90446.7172393101
2025-05-04 20:07:00-07:00,89977.0449528272
2025-05-04 20:08:00-07:00,90215.2060355191
2025-05-04 20:09:00-07:00,90834.7033692623
2025-05-04 20:10:00-07:00,90122.4165070975
2025-05-04 20:11:00-07:00,88088.1315593238
2025-05-04 20:12:00-07:00,84358.4182778249
2025-05-04 20:13:00-07:00,90739.3569638661
2025-05-04 20:14:00-07:00,90273.8137894328
2025-05-04 20:15:00-07:00,90330.6883900956
2025-05-04 20:16:00-07:00,90208.1361488701
2025-05-04 20:17:00-07:00,89080.4513018767
2025-05-04 20:18:00-07:00,84618.7900259181
2025-05-04 20:19:00-07:00,90455.7402613585
2025-05-04 20:20:00-07:00,89920.6452549117
2025-05-04 20:21:00-07:00,89904.7742277664
2025-05-04 20:22:00-07:00,90266.0800629237
2025-05-04 20:23:00-07:00,90688.6108261612
2025-05-04 20:24:00-07:00,90903.0522335435
2025-05-04 20:25:00-07:00,90530.0289279047
2025-05-04 20:26:00-07:00,90590.2485994119
2025-05-04 20:27:00-07:00,90080.2841043664
2025-05-04 20:28:00-07:00,90026.6723742938
2025-05-04 20:29:00-07:00,89760.0343271858
2025-05-04 20:30:00-07:00,90366.75859375
2025-05-04 20:31:00-07:00,89677.8662566737
2025-05-04 20:32:00-07:00,90301.0125866994
2025-05-04 20:33:00-07:00,90096.1259045447
2025-05-04 20:34:00-07:00,90136.4270567623
2025-05-04 20:35:00-07:00,89475.4326383475
2025-05-04 20:36:00-07:00,89832.461071822
2025-05-04 20:37:00-07:00,90115.5476538535
2025-05-04 20:38:00-07:00,89819.9223773907
2025-05-04 20:39:00-07:00,90369.9538800141
2025-05-04 20:40:00-07:00,90062.714437698
2025-05-04 20:41:00-07:00,90173.6342482709
2025-05-04 20:42:00-07:00,90039.483279936
2025-05-04 20:43:00-07:00,90637.21704938
2025-05-04 20:44:00-07:00,90220.2134134221
2025-05-04 20:45:00-07:00,90490.3378195975
2025-05-04 20:46:00-07:00,90117.033000565
2025-05-04 20:47:00-07:00,89942.6552346254
2025-05-04 20:48:00-07:00,90201.5635501366
2025-05-04 20:49:00-07:00,83030.5607054083
2025-05-04 20:50:00-07:00,89888.7984780055
2025-05-04 20:51:00-07:00,90026.069365102
2025-05-04 20:52:00-07:00,90438.6079626708
2025-05-04 20:53:00-07:00,89860.0108488388
2025-05-04 20:54:00-07:00,90406.0404715748
2025-05-04 20:55:00-07:00,90082.2944551571
2025-05-04 20:56:00-07:00,89859.380825
2025-05-04 20:57:00-07:00,90069.0674395833
2025-05-04 20:58:00-07:00,90073.2362808969
2025-05-04 20:59:00-07:00,90250.2395186134
2025-05-04 21:00:00-07:00,89802.2544366526
2025-05-04 21:01:00-07:00,90307.7472583675
2025-05-04 21:02:00-07:00,89561.11705625
2025-05-04 21:03:00-07:00,89451.2485608051
2025-05-04 21:04:00-07:00,88978.4549114413
2025-05-04 21:05:00-07:00,89416.4712810735
2025-05-04 21:06:00-07:00,89272.9128854167
2025-05-04 21:07:00-07:00,89142.9642987369
2025-05-04 21:08:00-07:00,89588.52673125
2025-05-04 21:09:00-07:00,89271.8524237948
2025-05-04 21:10:00-07:00,89265.3718700218
2025-05-04 21:11:00-07:00,87032.5338416441
2025-05-04 21:12:00-07:00,83897.342406984
2025-05-04 21:13:00-07:00,90001.314747985
2025-05-04 21:14:00-07:00,89210.0570708333
2025-05-04 21:15:00-07:00,89195.6215045904
2025-05-04 21:16:00-07:00,89197.3384574859
2025-05-04 21:17:00-07:00,88081.0877537227
2025-05-04 21:18:00-07:00,82568.5240189908
2025-05-04 21:19:00-07:00,89248.4807882145
