event_id,slot,timestamp,raw_curtailment_MW,allocated_curtailment_kW,dispatch_target_kW,global_scale_kW_per_MW,flexible_envelope_peak_kW,dwave_gpu_load_kW,dwave_active_gpus
19,0,2025-02-25 10:15:00,4682.132242519847,10.535016005615445,8.428012804492356,0.0022500466582177,23.52444402654598,8.26212614385079,27.0
19,1,2025-02-25 10:30:00,4960.148687379315,11.160565978301076,8.92845278264086,0.0022500466582177,23.52444402654598,8.26212614385079,27.0
19,2,2025-02-25 10:45:00,5053.025599416681,11.369543363856335,9.09563469108507,0.0022500466582177,23.52444402654598,8.26212614385079,27.0
19,3,2025-02-25 11:00:00,4386.703154843071,9.87028677414799,7.896229419318392,0.0022500466582177,23.52444402654598,8.26212614385079,27.0
19,4,2025-02-25 11:15:00,4216.8266621304765,9.488056739410265,7.590445391528211,0.0022500466582177,23.52444402654598,8.26212614385079,27.0
19,5,2025-02-25 11:30:00,4287.893567306807,9.647960591912144,7.718368473529717,0.0022500466582177,23.52444402654598,8.26212614385079,27.0
19,6,2025-02-25 11:45:00,4604.176609732844,10.359612194573796,8.287689755659038,0.0022500466582177,23.52444402654598,8.26212614385079,27.0
19,7,2025-02-25 12:00:00,4082.257721491047,9.185270344224609,7.348216275379688,0.0022500466582177,23.52444402654598,8.26212614385079,27.0
19,8,2025-02-25 12:15:00,4409.68014266208,9.921986068806062,7.93758885504485,0.0022500466582177,23.52444402654598,8.26212614385079,27.0
19,9,2025-02-25 12:30:00,4813.681936885333,10.831008955812075,8.66480716464966,0.0022500466582177,23.52444402654598,8.26212614385079,27.0
19,10,2025-02-25 12:45:00,5065.405724944121,11.39739922392767,9.117919379142135,0.0022500466582177,23.52444402654598,8.26212614385079,27.0
19,11,2025-02-25 13:00:00,5387.740489394407,12.122667483506447,9.69813398680516,0.0022500466582177,23.52444402654598,9.91390372631386,35.0
19,12,2025-02-25 13:15:00,5601.514309888553,12.603668553923743,10.082934843138997,0.0022500466582177,23.52444402654598,9.91390372631386,35.0
19,13,2025-02-25 13:30:00,5884.920978290026,13.24134678107711,10.59307742486169,0.0022500466582177,23.52444402654598,10.206759623187386,35.0
19,14,2025-02-25 13:45:00,5713.6470411248765,12.855972431118866,10.284777944895094,0.0022500466582177,23.52444402654598,10.692917993021535,37.0
19,15,2025-02-25 14:00:00,6243.799138165844,14.048839385413038,11.239071508330431,0.0022500466582177,23.52444402654598,10.692917993021535,37.0
19,16,2025-02-25 14:15:00,6133.443068289803,13.800533079174404,11.040426463339523,0.0022500466582177,23.52444402654598,10.692917993021535,37.0
19,17,2025-02-25 14:30:00,6062.174066219345,13.640174499231255,10.912139599385004,0.0022500466582177,23.52444402654598,10.692917993021535,37.0
19,18,2025-02-25 14:45:00,5901.337726431625,13.27828523037192,10.622628184297536,0.0022500466582177,23.52444402654598,10.692917993021535,37.0
19,19,2025-02-25 15:00:00,6151.633257095,13.841461852707887,11.07316948216631,0.0022500466582177,23.52444402654598,10.692917993021535,37.0
19,20,2025-02-25 15:15:00,5999.853189652654,13.499949619175167,10.799959695340135,0.0022500466582177,23.52444402654598,10.692917993021535,37.0
19,21,2025-02-25 15:30:00,5650.352321913603,12.713556359674708,10.170845087739767,0.0022500466582177,23.52444402654598,10.692917993021535,37.0
19,22,2025-02-25 15:45:00,4535.417956913302,10.204902017573632,8.163921614058905,0.0022500466582177,23.52444402654598,7.532888589099565,24.0
19,23,2025-02-25 16:00:00,4168.471933276666,9.37925634334372,7.503405074674977,0.0022500466582177,23.52444402654598,7.532888589099565,24.0
