event_id,slot,timestamp,raw_curtailment_MW,allocated_curtailment_kW,dispatch_target_kW,global_scale_kW_per_MW,flexible_envelope_peak_kW,dwave_gpu_load_kW,dwave_active_gpus
7,0,2025-04-20 10:30:00,5457.155704821676,12.278854957008042,9.823083965606434,0.0022500466582177,23.52444402654598,10.033601403574682,29.0
7,1,2025-04-20 10:45:00,6045.88546093555,13.603524377345424,10.88281950187634,0.0022500466582177,23.52444402654598,10.033601403574682,29.0
7,2,2025-04-20 11:00:00,5352.268262036257,12.0428533168797,9.63428265350376,0.0022500466582177,23.52444402654598,10.033601403574682,29.0
7,3,2025-04-20 11:15:00,5565.197598458453,12.52195425873299,10.017563406986392,0.0022500466582177,23.52444402654598,10.033601403574682,29.0
7,4,2025-04-20 11:30:00,5825.924250993766,13.108601391978375,10.4868811135827,0.0022500466582177,23.52444402654598,10.033601403574682,29.0
7,5,2025-04-20 11:45:00,5870.973284379364,13.20996381900358,10.567971055202865,0.0022500466582177,23.52444402654598,10.033601403574682,29.0
7,6,2025-04-20 12:00:00,6391.385546610537,14.38091569053238,11.504732552425908,0.0022500466582177,23.52444402654598,11.97823488291128,37.0
7,7,2025-04-20 12:15:00,7405.810789679497,16.663419818711443,13.330735854969156,0.0022500466582177,23.52444402654598,13.922868362247877,45.0
7,8,2025-04-20 12:30:00,7608.170198622613,17.118737930562823,13.69499034445026,0.0022500466582177,23.52444402654598,13.922868362247877,45.0
7,9,2025-04-20 12:45:00,8267.22784127908,18.601648376994888,14.88131870159591,0.0022500466582177,23.52444402654598,14.768254558805562,50.0
7,10,2025-04-20 13:00:00,8715.147425970446,19.609488341679985,15.687590673343989,0.0022500466582177,23.52444402654598,16.193762031950886,61.0
7,11,2025-04-20 13:15:00,9060.110531135966,20.38567142366609,16.30853713893287,0.0022500466582177,23.52444402654598,16.193762031950886,61.0
7,12,2025-04-20 13:30:00,9345.964717770838,21.02885668104144,16.823085344833153,0.0022500466582177,23.52444402654598,16.893793487494133,64.0
7,13,2025-04-20 13:45:00,9108.860724032977,20.49536163228148,16.39628930582518,0.0022500466582177,23.52444402654598,16.893793487494133,64.0
7,14,2025-04-20 14:00:00,8889.642354808218,20.00211007318736,16.001688058549888,0.0022500466582177,23.52444402654598,16.893793487494133,64.0
7,15,2025-04-20 14:15:00,9043.582261779628,20.348482046434736,16.278785637147788,0.0022500466582177,23.52444402654598,16.893793487494133,64.0
7,16,2025-04-20 14:30:00,8708.889000158248,19.595406591595545,15.676325273276436,0.0022500466582177,23.52444402654598,16.893793487494133,64.0
7,17,2025-04-20 14:45:00,8908.716061565812,20.045026803337112,16.03602144266969,0.0022500466582177,23.52444402654598,16.893793487494133,64.0
7,18,2025-04-20 15:00:00,7866.433844141499,17.69984318310173,14.159874546481385,0.0022500466582177,23.52444402654598,14.579150280129848,56.0
7,19,2025-04-20 15:15:00,7810.701696808474,17.574443251239757,14.059554600991806,0.0022500466582177,23.52444402654598,14.579150280129848,56.0
7,20,2025-04-20 15:30:00,7079.06120997288,15.928218018818509,12.742574415054806,0.0022500466582177,23.52444402654598,12.63451680079325,48.0
7,21,2025-04-20 15:45:00,6812.623488337763,15.328720713630256,12.262976570904206,0.0022500466582177,23.52444402654598,12.63451680079325,48.0
7,22,2025-04-20 16:00:00,6540.677832659829,14.71683029985528,11.773464239884223,0.0022500466582177,23.52444402654598,10.689883321456655,40.0
7,23,2025-04-20 16:15:00,5679.457059412341,12.779043377022049,10.22323470161764,0.0022500466582177,23.52444402654598,10.689883321456655,40.0
